Horodateur,"En temps normal, à quelle fréquence utilisez-vous les transports en commun ?","En temps normal, à quelle(s) heure(s) utilisez-vous les transports en commun ?",Dans quel cadre prenez-vous majoritairement les transports en commun ?,Quels types de transports en commun utilisez-vous ?,Quel temps passez-vous en moyenne dans les transports en commun par jour ?,Ressentez-vous de l'insécurité en prenant les transports en commun ?,"Si oui,  à quelle(s) heure(s) ?",Avez-vous déjà été témoins de comportements correspondant à cette définition du harcèlement ?,Avez-vous déjà subi du harcèlement dans les transports en commun ?,"Si oui, est-ce-que cette expérience a entrainé un ou plusieurs changements de comportement de votre part ?","Si oui, avez-vous été victime de violences physiques en lien avec ce harcèlement ? ",Connaissez-vous le dispositif Alerte 3117 ?,"Si oui, l'avez-vous déjà utilisé ?",Pensez-vous que le dispositif Alerte 3117 soit une solution efficace dans les situations de harcèlement sexuel ou sexiste ?,Pourquoi ?,Connaissez-vous l'arrêt à la demande ?,"Si oui, l'avez-vous déjà utilisé ?",Pensez-vous que le dispositif d'arrêt à la demande soit une solution efficace pour éviter le harcèlement sexuel ou sexiste ?,Pourquoi ?,"Selon-vous, à quel point cette campagne de communication est-elle efficace pour lutter contre le harcèlement dans les transports en commun ?",Pourquoi ?,Quel est votre genre ?,Quel est votre âge ?,Quelle est votre catégorie socio-professionnelle ?,Dans quelle ville habitez-vous ?,
2022/02/17 4:26:14 PM UTC+1,2 à 3 fois par semaine,"Heures de pointe (7h30 - 9h30, 16h30 - 19h30)",Déplacements scolaires/professionnels,"Métros, tramways;TER, transiliens",Plus de 2 heures,9,Le soir (après 19h30),"Oui, fréquemment","Oui, fréquemment","Changement de siège ou de wagon en cas de sentiment d'insécurité;Modification du style vestimentaire;Réduction de l'usage des transports en commun en favorisant d'autres modes de déplacements (vélo, taxi, véhicule personnel, etc.)",Oui et je n'ai pas porté plainte,Oui,Non,2,"Parce qu'il ne permet pas une réaction instantanée. De plus, utiliser son téléphone en pleine situation de harcèlement n'est pas chose aisée.",Oui,Non,3,Il ne permet pas de l'éviter mais cela peut-être une porte de sortie pour la victime.,1,"Malheureusement, les propositions pour résoudre la situation ne sont pas instantanées, la victime a peur et cela ne permet pas forcément de réagir directement. De plus, aucune campagne de communication n'a été efficace dans la prévention du harcèlement.",Féminin,26 - 35 ans,Étudiant·e,Antony,
2022/02/17 4:36:05 PM UTC+1,2 à 3 fois par semaine,"Heures de pointe (7h30 - 9h30, 16h30 - 19h30)",Déplacements scolaires/professionnels,"TER, transiliens",Moins de 30 minutes,6,"Heures de pointe (7h30 - 9h30, 16h30 - 19h30)","Oui, fréquemment","Oui, une seule fois","Réduction de l'usage des transports en commun en favorisant d'autres modes de déplacements (vélo, taxi, véhicule personnel, etc.)",Oui et je n'ai pas porté plainte,Non,Non,1,On n’y pense pas sur le coup ,Non,Non,2,,4,,Féminin,26 - 35 ans,Professions intermédiaires (cadres moyens),Sarcelles,
2022/02/17 4:36:40 PM UTC+1,2 à 3 fois par semaine,"Heures de pointe (7h30 - 9h30, 16h30 - 19h30);Le soir (après 19h30)",Déplacements scolaires/professionnels,"Métros, tramways;TER, transiliens;Bus, car (jour)",Entre 1 heure et 2 heures,9,Le soir (après 19h30),"Non, jamais","Oui, à plusieurs reprises","Changement de siège ou de wagon en cas de sentiment d'insécurité;Réduction de l'usage des transports en commun en favorisant d'autres modes de déplacements (vélo, taxi, véhicule personnel, etc.)",Non,Oui,Non,3,"Étant donné que je ne l’ai jamais utilisée, je ne sais pas si ça sert, mais la démarche est déjà un grand pas…",Non,Non,1,Je ne connaissais pas…,5,On sait grâce à cette campagne que l’on peut être aidée.,Féminin,36 - 45 ans,Professions intermédiaires (cadres moyens),Voisins-le-Bretonneux ,
2022/02/17 6:08:49 PM UTC+1,2 à 3 fois par mois,"Heures de pointe (7h30 - 9h30, 16h30 - 19h30)",Déplacements scolaires/professionnels,"Métros, tramways;TER, transiliens",Entre 1 heure et 2 heures,8,"Heures de pointe (7h30 - 9h30, 16h30 - 19h30)","Oui, à plusieurs reprises","Oui, à plusieurs reprises","Changement de siège ou de wagon en cas de sentiment d'insécurité;Modification du style vestimentaire;Réduction de l'usage des transports en commun en favorisant d'autres modes de déplacements (vélo, taxi, véhicule personnel, etc.)",Oui et je n'ai pas porté plainte,Non,Non,1,Pas connu,Non,Non,1,Pas connu,1,Je ne l’ai jamais vu ,Féminin,26 - 35 ans,Cadres et professions intellectuelles supérieures,Les pavillons sous bois ,
2022/02/17 6:14:38 PM UTC+1,2 à 3 fois par semaine,"Heures de pointe (7h30 - 9h30, 16h30 - 19h30);Le soir (après 19h30)",Déplacements scolaires/professionnels,"Métros, tramways",Entre 30 minutes et 1 heure,4,Tôt le matin (5h - 7h30);Le soir (après 19h30),"Oui, à plusieurs reprises","Oui, à plusieurs reprises",Changement de siège ou de wagon en cas de sentiment d'insécurité;Favorisation de l'usage des transports en groupe,Oui et je n'ai pas porté plainte,Oui,Non,4,,Oui,Non,1,,1,,Féminin,26 - 35 ans,Professions intermédiaires (cadres moyens),Paris,
2022/02/17 6:36:56 PM UTC+1,2 à 3 fois par semaine,Le soir (après 19h30),"Déplacements liés à la vie quotidienne (courses, loisirs...)","Métros, tramways",Moins de 30 minutes,7,Tôt le matin (5h - 7h30);Le soir (après 19h30),"Oui, à plusieurs reprises","Oui, à plusieurs reprises","Changement de siège ou de wagon en cas de sentiment d'insécurité;Réduction de l'usage des transports en commun en favorisant d'autres modes de déplacements (vélo, taxi, véhicule personnel, etc.)",Non,Non,Non,2,Il s'agit d'un dispositif à posteriori et non pas pour prévenir ,Non,Non,2,L'harceleur peut sortir du métro et vous suivre ,1,"La femme est représentée comme une proie. Les harceleurs ne sont pas des animaux sauvages, mais des êtres humains et donc capables de raison. ",Féminin,26 - 35 ans,Cadres et professions intellectuelles supérieures,Le Kremlin Bicetre ,
2022/02/17 6:47:59 PM UTC+1,2 à 3 fois par semaine,"Heures de pointe (7h30 - 9h30, 16h30 - 19h30)",Déplacements scolaires/professionnels,"Métros, tramways",Entre 30 minutes et 1 heure,7,"Tôt le matin (5h - 7h30);Heures de pointe (7h30 - 9h30, 16h30 - 19h30);Le soir (après 19h30)","Oui, une seule fois","Oui, à plusieurs reprises",Modification du style vestimentaire;Favorisation de l'usage des transports en groupe,Non,Oui,Non,3,"Le temps sur l'instant ""T""",Non,Non,3,,1,,Féminin,26 - 35 ans,Professions intermédiaires (cadres moyens),Paris,
2022/02/17 6:50:10 PM UTC+1,2 à 3 fois par mois,Heures creuses (9h30 - 16h30),"Déplacements liés à la vie quotidienne (courses, loisirs...)","Métros, tramways;TER, transiliens;Bus, car (jour)",Entre 30 minutes et 1 heure,3,"Heures de pointe (7h30 - 9h30, 16h30 - 19h30)","Oui, à plusieurs reprises","Oui, une seule fois",Changement de siège ou de wagon en cas de sentiment d'insécurité;Modification du style vestimentaire,Non,Non,Non,3,tant que l'on a pas eu besoin de l'utiliser on est pas sur de son efficacité (délai de réponses et d'intervention à vérifier),Oui,Non,4,,2,c'est sombre et je trouve désolant qu'on utilise un loup donc un animal pour représenter un harceleur.,Féminin,46 - 55 ans,Autres personnes sans activité professionnelle,vaucresson,
2022/02/17 7:08:18 PM UTC+1,2 à 3 fois par semaine,"Heures de pointe (7h30 - 9h30, 16h30 - 19h30);Le soir (après 19h30)",Déplacements scolaires/professionnels,"Métros, tramways;Bus, car (jour);Bus, car (nuit)",Entre 1 heure et 2 heures,7,Le soir (après 19h30),"Oui, à plusieurs reprises","Oui, à plusieurs reprises",Changement de siège ou de wagon en cas de sentiment d'insécurité,Oui et je n'ai pas porté plainte,Non,Non,2,Je ne le connais pas donc je n’ai pas d’avis dessus . De plus je ne pense pas qu’un dispositif puisse vmt être efficace pcq souvent ça se passe très rapidement et on n’a pas vmt le temps de réagir ,Non,Non,2,Si le wagon s’arrête (encore une fois je ne connais pas à part s’il s’agit d’arrêter le train comme quand une personne fait un malaise) ça n’arrêtera pas l’agresseur .,1,"Je suis parisienne citadine, prenant les transports régulièrement pas de voiture et je ne connais pas les dispositifs . C’est que la campagne na pas retenu monbattention ",Féminin,26 - 35 ans,Cadres et professions intellectuelles supérieures,Paris,
2022/02/17 7:13:48 PM UTC+1,2 à 3 fois par semaine,"Heures de pointe (7h30 - 9h30, 16h30 - 19h30);Le soir (après 19h30)","Déplacements liés à la vie quotidienne (courses, loisirs...)","Métros, tramways",Entre 30 minutes et 1 heure,5,"Heures de pointe (7h30 - 9h30, 16h30 - 19h30)","Oui, à plusieurs reprises","Oui, à plusieurs reprises",Changement de siège ou de wagon en cas de sentiment d'insécurité,Non,Oui,Non,3,Peu susceptible de changer les prédateurs ,Oui,Non,4,Oui ça affiche clairement le problème ,2,On en parle un peu et puis plus rien ,Féminin,36 - 45 ans,Employé·es et personnel de service,Fontenay-sous-Bois ,
2022/02/17 7:15:31 PM UTC+1,2 à 3 fois par semaine,"Heures de pointe (7h30 - 9h30, 16h30 - 19h30)","Déplacements liés à la vie quotidienne (courses, loisirs...)","Métros, tramways;Bus, car (jour)",Entre 30 minutes et 1 heure,3,,"Oui, une seule fois","Oui, une seule fois",Changement de siège ou de wagon en cas de sentiment d'insécurité,Non,Non,,1,Il faut des mesures plus fortes,Oui,Non,3,Si le mec veux te suivre il te suivra,1,Comparer un harceleur à un loup n’est pas très représentatif de ce qu’ils sont vraiment ,Féminin,36 - 45 ans,Autres personnes sans activité professionnelle,Paris,
2022/02/17 7:15:34 PM UTC+1,2 à 3 fois par semaine,"Heures de pointe (7h30 - 9h30, 16h30 - 19h30)","Déplacements liés à la vie quotidienne (courses, loisirs...)","Métros, tramways;Bus, car (jour)",Entre 30 minutes et 1 heure,3,,"Oui, une seule fois","Oui, une seule fois",Changement de siège ou de wagon en cas de sentiment d'insécurité,Non,Non,,1,Il faut des mesures plus fortes,Oui,Non,3,Si le mec veux te suivre il te suivra,1,Comparer un harceleur à un loup n’est pas très représentatif de ce qu’ils sont vraiment ,Féminin,36 - 45 ans,Autres personnes sans activité professionnelle,Paris,
2022/02/17 7:23:31 PM UTC+1,2 à 3 fois par semaine,"Heures de pointe (7h30 - 9h30, 16h30 - 19h30)","Déplacements liés à la vie quotidienne (courses, loisirs...)","Métros, tramways;TER, transiliens;Bus, car (jour)",Entre 1 heure et 2 heures,8,"Heures de pointe (7h30 - 9h30, 16h30 - 19h30);Le soir (après 19h30)","Non, jamais","Oui, une seule fois",Changement de siège ou de wagon en cas de sentiment d'insécurité;Favorisation de l'usage des transports en groupe,Oui et je n'ai pas porté plainte,Non,,2,,Non,,,,1,,Féminin,26 - 35 ans,Employé·es et personnel de service,Colombes,
2022/02/17 7:28:36 PM UTC+1,2 à 3 fois par semaine,"Heures de pointe (7h30 - 9h30, 16h30 - 19h30)","Déplacements liés à la vie quotidienne (courses, loisirs...)","Métros, tramways;TER, transiliens;Trains longue distance (intercités, TGV)",Entre 30 minutes et 1 heure,9,Le soir (après 19h30),"Oui, à plusieurs reprises","Non, jamais",Changement de siège ou de wagon en cas de sentiment d'insécurité,Non,Non,,1,Temps de réponse inapproprié,Non,Non,3,,4,,Masculin,56 - 65 ans,Cadres et professions intellectuelles supérieures,Paris,
2022/02/17 7:44:22 PM UTC+1,2 à 3 fois par mois,Tôt le matin (5h - 7h30);Le soir (après 19h30),"Déplacements liés à la vie quotidienne (courses, loisirs...)","Métros, tramways;Trains longue distance (intercités, TGV)",Moins de 30 minutes,8,Tôt le matin (5h - 7h30);Le soir (après 19h30),"Oui, à plusieurs reprises","Oui, à plusieurs reprises","Changement de siège ou de wagon en cas de sentiment d'insécurité;Réduction de l'usage des transports en commun en favorisant d'autres modes de déplacements (vélo, taxi, véhicule personnel, etc.)",Oui et je n'ai pas porté plainte,Non,,3,,Non,,3,,4,,Féminin,26 - 35 ans,Cadres et professions intellectuelles supérieures,Saint Ouen,
2022/02/17 7:45:43 PM UTC+1,2 à 3 fois par semaine,"Heures de pointe (7h30 - 9h30, 16h30 - 19h30);Heures creuses (9h30 - 16h30);Le soir (après 19h30)","Déplacements liés à la vie quotidienne (courses, loisirs...)","Métros, tramways;Trains longue distance (intercités, TGV)",Entre 30 minutes et 1 heure,7,Heures creuses (9h30 - 16h30);Le soir (après 19h30),"Oui, à plusieurs reprises","Oui, une seule fois",Changement de siège ou de wagon en cas de sentiment d'insécurité,Oui et je n'ai pas porté plainte,Non,Non,2,Manque de réactivité des services et laxisme des autorités ,Oui,Non,4,,3,Pas assez percutante.,Féminin,36 - 45 ans,Professions intermédiaires (cadres moyens),Paris,
2022/02/17 7:54:15 PM UTC+1,2 à 3 fois par semaine,"Heures de pointe (7h30 - 9h30, 16h30 - 19h30);Le soir (après 19h30)",Déplacements scolaires/professionnels,"Métros, tramways",Entre 30 minutes et 1 heure,5,"Heures de pointe (7h30 - 9h30, 16h30 - 19h30)","Oui, une seule fois","Oui, une seule fois",Changement de siège ou de wagon en cas de sentiment d'insécurité,Non,Non,Non,5,,Oui,Non,5,,5,,Féminin,18 - 25 ans,Cadres et professions intellectuelles supérieures,Paris,
2022/02/17 8:12:11 PM UTC+1,2 à 3 fois par semaine,"Heures de pointe (7h30 - 9h30, 16h30 - 19h30);Le soir (après 19h30)",Déplacements scolaires/professionnels,"Métros, tramways",Moins de 30 minutes,8,"Tôt le matin (5h - 7h30);Heures de pointe (7h30 - 9h30, 16h30 - 19h30);Heures creuses (9h30 - 16h30);Le soir (après 19h30)","Oui, à plusieurs reprises","Non, jamais",,,Non,,4,,Non,,,,4,,Féminin,26 - 35 ans,Cadres et professions intellectuelles supérieures,Bourg-la-Reine ,
2022/02/17 8:20:41 PM UTC+1,2 à 3 fois par semaine,"Heures de pointe (7h30 - 9h30, 16h30 - 19h30)",Déplacements scolaires/professionnels,"Métros, tramways;TER, transiliens",Entre 1 heure et 2 heures,4,"Heures de pointe (7h30 - 9h30, 16h30 - 19h30)","Oui, à plusieurs reprises","Oui, à plusieurs reprises",Changement de siège ou de wagon en cas de sentiment d'insécurité,Non,Oui,Non,2,,Non,Non,,,3,,Féminin,26 - 35 ans,Employé·es et personnel de service,Le pré saint Gervais ,
2022/02/17 8:39:41 PM UTC+1,2 à 3 fois par semaine,"Tôt le matin (5h - 7h30);Heures de pointe (7h30 - 9h30, 16h30 - 19h30);Le soir (après 19h30)",Déplacements scolaires/professionnels,"Métros, tramways;TER, transiliens;Bus, car (jour)",Plus de 2 heures,7,Le soir (après 19h30),"Non, jamais","Non, jamais","Changement de siège ou de wagon en cas de sentiment d'insécurité;Réduction de l'usage des transports en commun en favorisant d'autres modes de déplacements (vélo, taxi, véhicule personnel, etc.)",Non,Oui,Non,4,,Oui,Non,4,,4,,Féminin,56 - 65 ans,Professions intermédiaires (cadres moyens),95670,
2022/02/17 8:43:54 PM UTC+1,Quasiment jamais,"Heures de pointe (7h30 - 9h30, 16h30 - 19h30);Le soir (après 19h30)","Déplacements liés à la vie quotidienne (courses, loisirs...)","Métros, tramways;TER, transiliens;Trains longue distance (intercités, TGV)",Moins de 30 minutes,7,Le soir (après 19h30),"Oui, à plusieurs reprises","Oui, une seule fois",Changement de siège ou de wagon en cas de sentiment d'insécurité;Modification du style vestimentaire,Non,Non,,,,Oui,Non,3,,3,,Féminin,26 - 35 ans,Employé·es et personnel de service,Eaubonne,
2022/02/17 8:44:24 PM UTC+1,2 à 3 fois par semaine,"Heures de pointe (7h30 - 9h30, 16h30 - 19h30);Heures creuses (9h30 - 16h30);Le soir (après 19h30)",Déplacements scolaires/professionnels,"Métros, tramways;Trains longue distance (intercités, TGV);Bus, car (jour);Bus, car (nuit)",Entre 1 heure et 2 heures,1,,"Oui, une seule fois","Oui, une seule fois",Changement de siège ou de wagon en cas de sentiment d'insécurité,Non,Non,,2,Parce qu on ne connaît pas ce numéro et que u a déjà d’autres dispositifs qui ne marchent pas ,Oui,,3,Ça permet de retenir le harceleur mais pas d’empêcher le harcèlement ,1,Trop abstraite ,Féminin,26 - 35 ans,Cadres et professions intellectuelles supérieures,Juvisy-sur-Orge ,
2022/02/17 8:50:23 PM UTC+1,2 à 3 fois par semaine,"Heures de pointe (7h30 - 9h30, 16h30 - 19h30)",Déplacements scolaires/professionnels,"Métros, tramways;TER, transiliens;Bus, car (jour)",Entre 1 heure et 2 heures,5,Le soir (après 19h30),"Oui, à plusieurs reprises","Oui, à plusieurs reprises",,Non,Oui,Non,1,L'intervention n'est pas assez rapide,Oui,Non,3,N'empêche pas le harcèlement dans le moyen de transport,1,Les harceleurs sont le véritable problème et ils n'ont rien à faire de ces affiches,Féminin,26 - 35 ans,Cadres et professions intellectuelles supérieures,Ile de France,
2022/02/17 8:52:18 PM UTC+1,2 à 3 fois par semaine,"Heures de pointe (7h30 - 9h30, 16h30 - 19h30);Heures creuses (9h30 - 16h30)",Déplacements scolaires/professionnels,"Métros, tramways;TER, transiliens;Bus, car (jour);Bus, car (nuit)",Entre 1 heure et 2 heures,9,Tôt le matin (5h - 7h30);Le soir (après 19h30),"Oui, fréquemment","Oui, à plusieurs reprises",Changement de siège ou de wagon en cas de sentiment d'insécurité,Non,Oui,Non,1,,Oui,Non,1,,1,,Féminin,18 - 25 ans,Cadres et professions intellectuelles supérieures,Bagnolet ,
2022/02/17 9:04:57 PM UTC+1,2 à 3 fois par semaine,Heures creuses (9h30 - 16h30);Le soir (après 19h30),Déplacements scolaires/professionnels,"Métros, tramways;TER, transiliens;Trains longue distance (intercités, TGV);Bus, car (nuit)",Moins de 30 minutes,7,Le soir (après 19h30),"Oui, à plusieurs reprises","Oui, une seule fois","Changement de siège ou de wagon en cas de sentiment d'insécurité;Modification du style vestimentaire;Favorisation de l'usage des transports en groupe;Réduction de l'usage des transports en commun en favorisant d'autres modes de déplacements (vélo, taxi, véhicule personnel, etc.)",Non,Oui,Non,2,Pas assez direct,Non,Non,4,,2,,Féminin,18 - 25 ans,Étudiant·e,Paris ,
2022/02/17 9:11:51 PM UTC+1,2 à 3 fois par semaine,"Heures de pointe (7h30 - 9h30, 16h30 - 19h30)",Déplacements scolaires/professionnels,"Métros, tramways;Bus, car (jour)",Plus de 2 heures,5,,"Oui, à plusieurs reprises","Non, jamais",,,Non,Non,3,,Non,Non,3,,4,,Féminin,36 - 45 ans,Professions intermédiaires (cadres moyens),Paris,
2022/02/17 9:25:05 PM UTC+1,2 à 3 fois par semaine,"Heures de pointe (7h30 - 9h30, 16h30 - 19h30);Heures creuses (9h30 - 16h30);Le soir (après 19h30)","Déplacements liés à la vie quotidienne (courses, loisirs...)","Métros, tramways;TER, transiliens;Trains longue distance (intercités, TGV);Bus, car (jour)",Entre 1 heure et 2 heures,3,"Heures de pointe (7h30 - 9h30, 16h30 - 19h30);Le soir (après 19h30)","Oui, à plusieurs reprises","Oui, à plusieurs reprises","Changement de siège ou de wagon en cas de sentiment d'insécurité;Modification du style vestimentaire;Favorisation de l'usage des transports en groupe;Réduction de l'usage des transports en commun en favorisant d'autres modes de déplacements (vélo, taxi, véhicule personnel, etc.)",Non,Oui,Non,3,"Je ne suis pas sûre que ça aboutisse forcément a quelque chose . Et le temps d'appeler ou écrire le message , et que Les agents de déplacent , la personne a le temps de faire ce qu'elle veut ( partir , agresser...) Mais ça reste quand même un peu rassurant d'avoir ce numéro.",Oui,Non,4,"Cela peut légèrement diminuer le risque de se faire suivre si l'on a encore un bout de chemin à faire , alors que les rues sont désertes ",3,,Féminin,26 - 35 ans,Autres personnes sans activité professionnelle,Moissy-Cramayel,
2022/02/17 9:30:19 PM UTC+1,2 à 3 fois par mois,Heures creuses (9h30 - 16h30),"Déplacements liés à la vie quotidienne (courses, loisirs...)","Métros, tramways",Moins de 30 minutes,5,Le soir (après 19h30),"Oui, à plusieurs reprises","Oui, à plusieurs reprises",Changement de siège ou de wagon en cas de sentiment d'insécurité,Non,Oui,Non,4,Facile à faire ,Non,Non,3,Je ne sais pas cE que c’est ,4,Tous les numéros sont bien visible. ,Féminin,26 - 35 ans,Cadres et professions intellectuelles supérieures,Paris,
